fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.6,0.25,0.49,1.4,0.042,61.0,134.0,0.9937,3.04,0.52,9.2,7.0
6.9,0.23,0.24,5.1,0.057,54.0,166.0,0.9952,3.36,0.48,10.1,7.0
7.1,0.25,0.3,1.6,0.036,14.0,124.0,0.99684,3.38,0.32,10.1,6.0
6.2,0.27,0.32,5.2,0.036,21.0,95.0,0.99784,3.19,0.48,10.7,5.0
6.7,0.19,0.49,11.8,0.028,55.0,173.0,0.9911,3.14,0.6,9.8,7.0
8.1,0.18,0.32,5.4,0.023,27.0,91.0,0.9949,3.18,0.54,10.5,6.0
7.4,0.3,0.32,1.4,0.036,23.0,122.0,0.99059,3.09,0.41,9.8,6.0
7.4,0.16,0.32,2.7,0.047,52.0,187.0,0.99784,3.5,0.47,9.8,5.0
7.4,0.33,0.24,5.8,0.047,52.0,189.0,0.99975,3.14,0.47,12.2,5.0
7.0,0.16,0.26,4.7,0.028,55.0,149.0,0.9914,3.36,0.4,12.0,5.0
6.4,0.23,0.23,5.2,0.03,30.0,117.0,0.9928,3.17,0.32,10.2,5.0
8.3,0.3,0.49,2.4,0.036,38.0,124.0,0.993,3.1,0.49,10.7,6.0
7.6,0.23,0.49,8.2,0.049,47.0,182.0,0.9963,3.09,0.3,9.5,5.0
7.6,0.34,0.26,1.5,0.062,37.0,133.0,0.99096,3.15,0.4,9.5,5.0
7.7,0.25,0.39,7.1,0.036,24.0,151.0,0.99288,3.29,0.41,10.1,6.0
5.9,0.24,0.26,14.35,0.045,55.0,149.0,0.9916,3.12,0.32,12.4,6.0
7.2,0.28,0.28,1.6,0.054,23.0,131.0,0.9963,3.2,0.47,10.7,7.0
7.4,0.25,0.33,5.8,0.043,54.0,173.0,0.9977,3.17,0.5,9.4,5.0
6.9,0.12,0.45,5.15,0.037,21.0,145.0,0.9911,3.29,0.45,10.8,5.0
6.9,0.46,0.29,5.2,0.047,20.0,142.0,0.99296,3.22,0.47,10.3,6.0
7.0,0.26,0.26,2.9,0.047,36.0,122.0,0.99622,3.2,0.47,10.7,5.0
6.4,0.29,0.29,1.1,0.036,16.0,111.0,0.9908,3.03,0.35,10.5,7.0
7.3,0.12,0.36,1.4,0.028,26.0,132.0,0.9914,3.01,0.74,9.2,7.0
7.5,0.24,0.26,1.4,0.051,34.0,128.0,0.9932,3.19,0.6,9.5,5.0
7.5,0.27,0.36,5.7,0.044,30.0,124.0,0.9914,3.46,0.74,12.3,4.0
6.1,0.12,0.33,1.0,0.045,23.0,122.0,0.9942,3.25,0.63,9.8,5.0
6.4,0.16,0.45,8.2,0.04,74.0,184.0,0.99216,3.04,0.35,11.2,5.0
6.9,0.39,0.39,4.7,0.046,9.0,226.0,0.9946,3.28,0.56,9.5,6.0
8.1,0.26,0.24,4.7,0.036,30.0,149.0,0.9936,3.29,0.42,9.3,5.0
7.4,0.17,0.35,2.4,0.032,37.0,133.0,0.9939,3.25,0.47,11.5,7.0
8.3,0.15,0.26,8.2,0.038,52.0,196.0,0.9914,3.27,0.5,9.5,5.0
7.0,0.17,0.32,15.55,0.048,52.0,187.0,0.9977,3.18,0.4,9.5,6.0
6.9,0.32,0.29,2.9,0.048,41.0,200.0,0.9941,3.25,0.6,9.5,5.0
5.9,0.32,0.21,1.8,0.049,34.0,128.0,0.9911,3.14,0.57,9.5,8.0
5.9,0.32,0.26,7.8,0.047,52.0,189.0,0.99622,3.12,0.56,8.8,8.0
7.1,0.28,0.26,5.1,0.047,52.0,196.0,0.99622,3.38,0.58,9.1,5.0
7.7,0.26,0.14,1.5,0.044,52.0,165.0,0.9928,3.07,0.66,9.4,5.0
7.4,0.42,0.34,8.2,0.051,52.0,187.0,0.9911,3.29,0.6,9.2,5.0
7.1,0.38,0.24,5.1,0.047,21.0,106.0,0.99383,3.29,0.6,10.1,7.0
6.1,0.16,0.49,1.5,0.036,20.0,119.0,0.9932,3.21,0.51,11.0,6.0
6.4,0.35,0.26,8.2,0.053,52.0,196.0,0.9963,3.13,0.48,9.5,6.0
6.4,0.27,0.49,2.1,0.048,41.0,200.0,0.9946,3.4,0.47,10.7,6.0
6.3,0.39,0.39,5.8,0.069,54.0,166.0,0.9934,3.07,0.39,11.2,6.0
7.6,0.28,0.39,1.6,0.053,9.0,117.0,0.9941,3.25,0.4,10.4,5.0
7.6,0.3,0.34,1.6,0.049,34.0,122.0,0.99383,3.25,0.49,9.4,6.0
6.6,0.46,0.26,9.5,0.053,49.0,228.0,0.99534,3.15,0.58,9.3,5.0
6.4,0.13,0.35,6.4,0.046,44.0,140.0,0.9932,3.17,0.47,11.7,7.0
6.6,0.39,0.26,4.7,0.069,36.0,100.0,0.9941,3.16,0.39,9.2,6.0
6.4,0.22,0.14,5.4,0.074,25.0,151.0,0.9932,3.17,0.68,10.7,5.0
6.1,0.2,0.49,8.2,0.034,61.0,209.0,0.992,2.99,0.42,11.2,6.0
6.6,0.23,0.49,8.2,0.049,67.0,196.0,0.9963,3.11,0.3,9.4,6.0
7.0,0.25,0.26,8.4,0.05,27.0,151.0,0.9963,3.06,0.68,9.3,5.0
7.2,0.16,0.73,7.8,0.044,25.0,191.0,0.9937,3.02,0.88,10.2,7.0
7.9,0.3,0.49,8.3,0.049,32.0,164.0,0.9941,3.18,0.49,9.8,5.0
6.3,0.17,0.49,8.2,0.034,54.0,166.0,0.992,3.19,0.42,9.5,5.0
7.6,0.25,0.3,2.1,0.048,30.0,149.0,0.99109,3.03,0.51,10.4,6.0
7.4,0.3,0.91,15.6,0.034,67.0,210.0,0.99084,3.39,0.47,9.5,6.0
7.6,0.19,0.25,4.5,0.054,21.0,106.0,0.9966,3.15,0.41,10.5,6.0
6.4,0.23,0.32,1.5,0.043,53.0,138.0,0.99096,3.25,0.5,9.8,7.0
6.0,0.16,0.26,1.5,0.033,36.0,99.0,0.99178,3.38,0.51,10.7,7.0
5.5,0.17,0.49,1.6,0.034,49.0,228.0,0.9949,3.31,0.4,10.5,8.0
7.4,0.29,0.31,14.0,0.035,35.0,169.0,0.9977,3.09,0.32,10.9666666666667,7.0
6.8,0.25,0.3,8.2,0.043,20.0,173.0,0.9937,3.04,0.51,10.1,8.0
7.3,0.3,0.26,1.5,0.036,16.0,99.0,0.9937,3.34,0.68,10.7,7.0
6.3,0.19,0.26,5.0,0.051,53.0,138.0,0.9932,3.53,0.66,11.5,6.0
7.4,0.14,0.14,2.4,0.034,67.0,210.0,0.9949,3.32,0.51,9.5,6.0
5.2,0.3,0.33,1.1,0.036,26.0,168.0,0.9911,3.24,0.41,12.2,8.0
6.7,0.19,0.49,1.0,0.047,21.0,106.0,0.99434,3.42,0.66,10.8,5.0
7.3,0.31,0.34,5.2,0.062,30.0,134.0,0.9966,3.22,0.39,11.0,7.0
7.9,0.24,0.26,1.6,0.043,47.0,146.0,0.993,3.42,0.54,10.5,5.0
7.0,0.29,0.3,9.8,0.036,21.0,106.0,0.99394,3.18,0.39,10.9,6.0
7.2,0.2,0.49,1.1,0.048,37.0,133.0,0.9963,3.09,0.42,9.2,7.0
6.8,0.25,0.39,7.8,0.052,49.0,118.0,0.9939,3.21,0.47,9.3,5.0
7.6,0.29,0.34,3.7,0.049,16.0,132.0,0.994,3.42,0.49,11.2,6.0
6.9,0.19,0.49,9.5,0.038,20.0,142.0,0.9972,3.1,0.51,9.3,6.0
7.4,0.32,0.26,1.5,0.211,6.0,106.0,0.99699,3.53,0.56,10.7,4.0
7.7,0.3,0.49,1.4,0.048,48.0,224.0,0.99084,3.26,0.4,10.5,5.0
7.6,0.25,0.3,1.6,0.035,26.0,106.0,0.993,3.36,0.51,10.1,6.0
5.2,0.12,0.34,5.4,0.069,26.0,132.0,0.9949,3.17,0.39,9.0,6.0
6.9,0.27,0.45,5.2,0.057,16.0,99.0,0.9928,3.01,0.48,8.9,6.0
6.1,0.16,0.32,1.7,0.044,29.0,142.0,0.9914,3.17,0.74,10.7,6.0
7.0,0.2,0.39,1.0,0.036,43.0,117.0,0.9937,3.29,0.42,9.2,6.0
5.2,0.29,0.29,12.3,0.062,55.0,173.0,0.9963,3.19,0.39,9.6,8.0
6.3,0.29,0.29,5.2,0.036,20.0,119.0,0.9972,3.17,0.41,11.1,6.0
6.4,0.29,0.29,8.2,0.058,53.0,166.0,0.99532,3.16,0.39,9.0,5.0
6.6,0.35,0.29,1.5,0.034,26.0,168.0,0.99684,3.23,0.34,9.4,6.0
7.1,0.28,0.28,1.1,0.036,38.0,124.0,0.9914,3.23,0.42,12.4,7.0
7.6,0.26,0.27,10.5,0.032,30.0,149.0,0.9981,3.23,0.51,9.3,5.0
7.4,0.24,0.29,8.2,0.053,50.0,199.0,0.99388,3.11,0.35,9.5,5.0
6.7,0.4,0.45,15.6,0.037,67.0,210.0,0.992,3.07,0.42,9.5,7.0
5.5,0.33,0.21,1.5,0.045,35.0,169.0,0.9946,3.38,0.47,9.7,8.0
7.6,0.29,0.34,9.4,0.053,14.0,132.0,0.9979,2.99,0.48,8.8,5.0
6.3,0.22,0.22,11.6,0.036,50.0,228.0,0.99532,3.17,0.55,9.7,6.0
7.3,0.26,0.39,1.5,0.053,6.0,140.0,0.99784,3.3,0.6,10.7,7.0
5.9,0.25,0.45,16.8,0.053,54.0,196.0,0.99216,3.03,0.48,9.5,6.0
6.8,0.27,0.26,5.3,0.053,21.0,145.0,0.9955,3.18,0.48,9.4,5.0
6.9,0.26,0.23,4.7,0.057,6.0,122.0,0.9914,3.53,0.48,10.5,5.0
7.6,0.3,0.49,4.7,0.049,37.0,213.0,0.9942,3.24,0.49,9.4,5.0
6.9,0.27,0.45,2.9,0.053,52.0,166.0,0.99699,3.11,0.35,9.5,7.0
6.4,0.12,0.33,2.9,0.038,21.0,145.0,0.99514,3.15,0.45,9.5,7.0
7.4,0.18,0.24,1.5,0.033,41.0,107.0,0.9942,3.18,0.32,10.5,6.0
7.4,0.23,0.29,9.7,0.05,49.0,226.0,0.9966,3.09,0.39,9.8,5.0
6.3,0.23,0.49,8.3,0.049,52.0,183.0,0.9969,3.52,0.3,9.5,6.0
7.6,0.25,0.32,1.5,0.053,21.0,105.0,0.9979,3.3,0.48,9.4,7.0
7.7,0.26,0.39,1.1,0.034,29.0,142.0,0.99188,3.3,0.4,12.4,7.0
7.1,0.24,0.26,1.5,0.045,14.0,132.0,0.992,3.24,0.54,10.1,7.0
6.6,0.32,0.28,14.0,0.05,49.0,189.0,0.99184,3.11,0.5,9.4,5.0
7.9,0.28,0.26,8.2,0.037,52.0,183.0,0.9963,3.06,0.41,9.0,5.0
7.6,0.22,0.26,2.4,0.053,41.0,200.0,0.9965,3.14,0.5,9.6,5.0
7.1,0.23,0.26,13.4,0.044,53.0,180.0,0.9988,3.38,0.4,9.7,5.0
6.4,0.17,0.32,1.6,0.047,28.0,100.0,0.99178,3.4,0.39,9.7,7.0
7.6,0.27,0.29,1.4,0.036,26.0,106.0,0.9949,3.38,0.48,10.1,6.0
5.2,0.28,0.29,5.15,0.028,22.0,84.0,0.9911,3.19,0.39,10.8,8.0
7.8,0.24,0.24,1.8,0.028,61.0,209.0,0.9952,3.14,0.64,11.9,7.0
7.3,0.2,0.49,8.3,0.036,21.0,105.0,0.99658,3.01,0.42,10.2,5.0
7.3,0.23,0.16,1.5,0.036,25.0,168.0,0.993,2.99,0.53,9.7,7.0
7.6,0.3,0.34,5.4,0.036,38.0,124.0,0.99388,3.16,0.43,11.5,5.0
7.5,0.35,0.33,2.4,0.028,52.0,173.0,0.9932,3.5,0.48,9.7,6.0
6.1,0.36,0.29,8.2,0.047,52.0,199.0,0.9949,3.29,0.46,9.3,5.0
7.9,0.2,0.26,2.4,0.037,13.0,63.0,0.9916,3.15,0.47,13.2,6.0
7.7,0.27,0.45,5.1,0.053,55.0,173.0,0.99555,3.38,0.6,9.7,4.0
6.8,0.27,0.24,5.15,0.047,34.0,128.0,0.99383,3.42,0.48,12.4,4.0
5.9,0.24,0.49,2.7,0.058,53.0,180.0,0.9942,3.29,0.6,9.3,6.0
6.0,0.18,0.24,1.0,0.047,21.0,106.0,0.99383,3.36,0.47,10.0,7.0
7.7,0.18,0.74,15.55,0.043,30.0,124.0,0.9963,3.04,0.41,9.5,5.0
7.6,0.3,0.49,2.9,0.038,18.0,69.0,0.9941,3.25,0.5,10.3,6.0
7.6,0.33,0.42,2.9,0.056,34.0,121.0,0.9969,2.99,0.6,11.5,5.0
7.4,0.18,0.4,1.6,0.046,21.0,106.0,0.99658,3.31,0.54,10.7,5.0
8.3,0.3,0.3,1.5,0.039,52.0,173.0,1.00013,3.06,0.52,9.2,5.0
7.3,0.46,0.26,1.6,0.047,26.0,168.0,0.99383,3.17,0.47,10.5,7.0
6.0,0.3,0.49,7.9,0.049,52.0,173.0,0.9932,3.29,0.3,9.2,6.0
7.7,0.27,0.29,15.1,0.036,9.0,117.0,0.9942,2.99,0.35,9.3,8.0
7.2,0.18,0.24,1.5,0.023,52.0,189.0,0.9893,3.26,0.54,9.2,7.0
7.6,0.29,0.34,8.2,0.036,29.0,86.0,0.9946,3.05,0.39,10.3,6.0
7.6,0.27,0.34,1.4,0.042,20.0,119.0,0.99382,3.24,0.4,10.2,6.0
7.6,0.26,0.36,1.4,0.032,22.0,61.0,0.9963,3.21,0.4,9.2,7.0
7.6,0.17,0.14,1.6,0.043,25.0,168.0,0.9932,3.42,0.51,12.2,6.0
6.9,0.22,0.26,1.4,0.053,34.0,122.0,0.99636,3.08,0.6,9.5,6.0
7.5,0.32,0.26,1.5,0.12,44.0,140.0,0.99622,3.11,0.5,10.8,5.0
6.4,0.35,0.49,1.4,0.053,44.0,140.0,0.993,3.11,0.4,9.1,6.0
6.1,0.23,0.23,2.9,0.047,9.0,117.0,0.9942,3.19,0.47,10.7,5.0
6.7,0.33,0.23,14.0,0.057,55.0,149.0,0.99684,3.07,0.47,11.5,5.0
6.8,0.28,0.34,6.3,0.045,27.0,146.0,1.00013,2.96,0.47,10.7,6.0
6.4,0.2,0.49,14.2,0.048,49.0,226.0,0.99296,3.01,0.52,9.5,5.0
7.9,0.67,0.27,14.35,0.054,49.0,191.0,0.9932,2.99,0.48,9.7,6.0
7.3,0.29,0.41,15.6,0.048,47.0,146.0,0.9937,3.09,0.59,9.4,5.0
7.1,0.27,0.33,1.0,0.032,30.0,124.0,0.992,3.21,0.42,9.1,7.0
6.9,0.35,0.32,1.9,0.057,32.0,164.0,0.99527,3.23,0.42,9.5,7.0
7.6,0.3,0.39,1.6,0.036,34.0,122.0,0.9916,3.21,0.39,10.7,6.0
7.6,0.25,0.41,1.4,0.056,33.0,134.0,0.99787,3.19,0.39,10.2,6.0
6.4,0.24,0.29,1.5,0.035,53.0,138.0,0.99084,3.21,0.35,9.5,7.0
6.9,0.67,0.29,10.8,0.074,32.0,134.0,0.9963,3.15,0.47,10.9666666666667,4.0
5.9,0.24,0.34,1.6,0.045,33.0,122.0,0.99142,3.35,0.32,12.0,6.0
6.7,0.29,0.29,2.2,0.036,36.0,100.0,0.99164,3.23,0.36,10.1,7.0
6.4,0.26,0.32,5.7,0.038,30.0,142.0,0.99164,3.29,0.45,10.5,7.0
6.4,0.25,0.39,8.4,0.053,41.0,200.0,0.9932,3.29,0.42,9.5,4.0
6.3,0.17,0.91,8.2,0.034,64.0,138.0,0.99334,3.39,0.49,9.3,6.0
6.4,0.23,0.32,6.4,0.048,50.0,199.0,0.99059,3.17,0.5,9.8,5.0
6.6,0.22,0.26,1.6,0.041,16.0,99.0,0.99296,3.17,0.55,10.4,6.0
6.0,0.29,0.29,10.3,0.045,37.0,151.0,0.9963,3.09,0.54,10.7,7.0
6.9,0.22,0.23,7.8,0.035,61.0,209.0,0.99546,3.23,0.55,11.7,5.0
6.3,0.15,0.39,1.6,0.048,40.0,117.0,0.9952,3.25,0.47,10.7,7.0
6.1,0.3,0.3,1.8,0.033,9.0,117.0,0.9911,3.36,0.68,10.1,6.0
7.2,0.55,0.29,1.1,0.036,64.0,138.0,0.99096,3.22,0.39,12.4,7.0
6.4,0.16,0.41,1.5,0.035,44.0,140.0,0.99288,2.98,0.33,9.3,7.0
7.2,0.22,0.26,1.4,0.12,30.0,124.0,0.99636,3.2,0.45,11.5,7.0
7.2,0.25,0.39,8.2,0.028,55.0,173.0,0.9979,3.03,0.48,9.2,5.0
7.1,0.22,0.34,5.1,0.035,28.0,124.0,0.99278,2.99,0.55,12.1,5.0
7.3,0.26,0.24,1.4,0.052,29.0,86.0,0.9941,3.22,0.51,9.2,5.0
6.6,0.29,0.29,9.7,0.051,49.0,226.0,0.9942,3.15,0.35,9.5,6.0
6.4,0.39,0.34,5.2,0.069,21.0,106.0,0.99388,3.12,0.39,10.6,6.0
5.2,0.27,0.22,7.8,0.043,49.0,118.0,0.9946,3.11,0.47,10.3,5.0
5.2,0.24,0.3,5.2,0.045,35.0,228.0,0.9963,3.52,0.54,12.2,8.0
7.0,0.18,0.37,10.8,0.043,26.0,108.0,0.99164,3.18,0.5,10.9666666666667,5.0
7.4,0.17,0.32,1.4,0.048,23.0,116.0,0.9949,3.17,0.5,10.5,5.0
7.4,0.25,0.39,4.7,0.028,54.0,166.0,0.9934,3.27,0.48,9.5,6.0
6.9,0.35,0.22,7.8,0.057,47.0,182.0,0.99527,3.14,0.43,10.0,5.0
7.0,0.17,0.39,1.6,0.048,33.0,169.0,0.99784,3.42,0.5,10.7,6.0
6.9,0.29,0.41,8.0,0.045,52.0,165.0,0.9952,3.09,0.57,12.4,6.0
6.4,0.22,0.42,2.4,0.028,21.0,105.0,0.99532,3.14,0.55,10.7,7.0
6.7,0.29,0.49,13.5,0.035,55.0,173.0,0.9972,3.11,0.35,9.8,6.0
6.3,0.25,0.41,1.1,0.033,54.0,173.0,0.9963,3.22,0.5,9.3,7.0
6.9,0.24,0.26,9.5,0.049,47.0,220.0,0.994,3.14,0.49,9.3,5.0
6.8,0.26,0.26,5.3,0.051,67.0,210.0,0.99546,3.14,0.47,10.7,7.0
5.9,0.3,0.49,1.5,0.049,20.0,119.0,0.9949,3.09,0.47,9.3,7.0
7.5,0.23,0.33,1.0,0.038,31.0,148.0,0.99164,3.25,0.45,10.8,7.0
7.7,0.26,0.39,1.8,0.028,53.0,138.0,0.9965,3.29,0.42,12.2,7.0
6.4,0.18,0.26,4.7,0.054,49.0,159.0,0.9946,3.52,0.64,10.0,5.0
6.4,0.32,0.26,7.9,0.051,52.0,210.0,0.99699,3.11,0.6,9.5,7.0
6.3,0.28,0.29,6.9,0.028,52.0,189.0,0.99288,2.94,0.54,9.5,6.0
7.6,0.24,0.29,10.3,0.045,32.0,134.0,0.99261,3.11,0.54,11.1,5.0
6.4,0.23,0.36,10.3,0.03,16.0,111.0,0.99288,3.28,0.3,10.0,6.0
7.9,0.15,0.22,5.15,0.045,55.0,122.0,0.99142,3.36,0.63,10.4,6.0
7.6,0.2,0.49,1.6,0.048,18.0,69.0,0.9937,3.02,0.52,11.2,6.0
7.6,0.27,0.34,1.3,0.032,23.0,132.0,0.9965,2.94,0.43,9.2,6.0
7.3,0.28,0.26,1.6,0.05,54.0,166.0,0.99514,3.14,0.5,9.5,5.0
6.8,0.26,0.49,11.8,0.044,49.0,118.0,0.99699,3.14,0.6,11.4,5.0
6.1,0.33,0.74,17.85,0.044,61.0,209.0,0.99784,2.99,0.88,11.1,7.0
6.4,0.32,0.26,4.5,0.053,28.0,100.0,0.99622,3.13,0.6,9.4,7.0
6.8,0.25,0.29,11.8,0.028,37.0,220.0,0.9963,3.08,0.41,9.5,6.0
6.3,0.2,0.24,8.2,0.048,52.0,196.0,0.9929,3.2,0.42,13.2,5.0
6.4,0.32,0.26,1.4,0.053,53.0,180.0,0.9998,3.25,0.5,9.5,5.0
7.9,0.3,0.26,13.65,0.049,52.0,189.0,0.9946,3.18,0.68,8.9,5.0
6.6,0.3,0.49,7.9,0.049,27.0,191.0,0.99784,3.14,0.38,9.5,7.0
6.5,0.16,0.32,1.6,0.041,20.0,142.0,0.99296,3.11,0.51,9.7,6.0
6.4,0.17,0.39,6.4,0.036,9.0,117.0,0.98958,3.18,0.74,10.0,6.0
7.9,0.33,0.22,5.15,0.047,54.0,166.0,0.99527,3.22,0.47,10.4,5.0
8.1,0.19,0.24,5.2,0.029,37.0,133.0,0.99684,3.14,0.32,9.5,5.0
7.3,0.17,0.41,1.6,0.049,53.0,138.0,0.9998,3.29,0.49,9.5,5.0
7.6,0.23,0.39,1.6,0.032,16.0,111.0,0.993,3.25,0.4,10.4,7.0
5.9,0.23,0.29,13.65,0.057,41.0,117.0,0.9928,3.17,0.47,9.7,6.0
6.2,0.39,0.24,5.15,0.036,30.0,124.0,0.9908,3.17,0.42,12.9,6.0
6.6,0.16,0.45,1.4,0.056,61.0,209.0,0.9966,3.21,0.35,11.7,7.0
7.1,0.28,0.28,1.3,0.034,36.0,122.0,0.99684,3.03,0.43,10.1,7.0
6.1,0.27,0.41,1.4,0.029,29.0,86.0,0.994,3.11,0.32,11.9,5.0
6.6,0.28,0.35,5.2,0.069,28.0,100.0,0.9941,3.21,0.48,10.7,7.0
5.5,0.32,0.26,2.4,0.051,41.0,200.0,0.99538,3.5,0.5,9.3,5.0
7.7,0.25,0.49,10.1,0.047,32.0,134.0,0.99532,3.17,0.42,9.3,6.0
7.6,0.23,0.39,8.3,0.051,34.0,128.0,0.99142,3.29,0.47,9.7,6.0
6.6,0.25,0.4,1.6,0.041,32.0,134.0,0.993,3.17,0.52,12.2,7.0
7.6,0.35,0.26,12.3,0.048,50.0,228.0,0.9979,3.3,0.5,9.5,5.0
6.1,0.17,0.32,1.8,0.048,34.0,128.0,0.99168,3.1,0.5,10.1,6.0
6.6,0.22,0.26,2.4,0.042,54.0,166.0,0.99699,3.13,0.4,10.1,6.0
6.4,0.27,0.26,10.6,0.053,34.0,134.0,0.99538,3.17,0.5,9.4,5.0
6.3,0.28,0.34,1.4,0.036,28.0,124.0,0.99084,3.27,0.43,10.7,7.0
8.7,0.19,0.49,14.35,0.044,21.0,95.0,0.9988,3.32,0.74,9.8,5.0
6.1,0.32,0.26,2.9,0.086,28.0,100.0,0.99527,3.14,0.42,10.2,7.0
7.9,0.28,0.24,2.9,0.057,52.0,173.0,0.9934,3.17,0.48,9.5,6.0
7.1,0.27,0.34,2.7,0.028,74.0,184.0,0.99334,3.1,0.48,11.5,7.0
6.6,0.27,0.36,1.5,0.044,21.0,106.0,0.99388,3.18,0.4,10.5,7.0
5.9,0.25,0.39,1.8,0.032,22.0,84.0,0.99288,3.29,0.5,12.0,8.0
7.1,0.67,0.49,1.6,0.038,27.0,191.0,0.9911,3.29,0.42,9.8,7.0
7.6,0.3,0.26,4.4,0.05,52.0,173.0,0.9963,3.3,0.5,9.5,5.0
8.3,0.33,0.26,13.5,0.049,35.0,169.0,0.99907,3.06,0.68,9.7,7.0
6.4,0.35,0.26,7.8,0.053,41.0,200.0,0.9963,3.09,0.4,9.8,5.0
6.1,0.25,0.49,1.1,0.045,38.0,124.0,0.9942,3.29,0.47,11.0,5.0
6.1,0.16,0.24,5.1,0.048,10.0,122.0,0.992,3.28,0.42,10.1,5.0
6.9,0.22,0.32,5.4,0.028,53.0,138.0,0.9928,3.39,0.35,11.7,6.0
7.3,0.25,0.3,1.6,0.046,41.0,107.0,0.9937,3.08,0.51,10.5,6.0
7.3,0.29,0.41,1.4,0.05,26.0,108.0,0.9937,3.09,0.59,10.4,7.0
5.5,0.16,0.44,2.4,0.043,21.0,145.0,0.9932,3.17,0.5,9.7,8.0
6.9,0.36,0.27,10.6,0.046,53.0,180.0,0.9946,3.18,0.75,9.4,6.0
5.9,0.22,0.32,3.7,0.041,64.0,138.0,0.99261,3.17,0.32,12.0,6.0
6.1,0.12,0.34,1.4,0.049,32.0,164.0,0.9928,3.46,0.45,9.5,6.0
7.1,0.24,0.39,1.8,0.028,34.0,128.0,0.9911,3.29,0.42,9.3,5.0
6.3,0.18,0.37,1.9,0.032,16.0,104.0,0.99784,3.29,0.4,10.0,6.0
6.5,0.28,0.34,2.4,0.043,54.0,214.0,0.99216,3.18,0.47,11.5,7.0
7.3,0.17,0.26,1.4,0.051,35.0,134.0,0.99382,3.53,0.66,10.5,5.0
6.4,0.35,0.26,11.8,0.057,21.0,145.0,0.99568,3.13,0.43,9.5,6.0
7.4,0.29,0.29,2.4,0.04,26.0,132.0,0.9966,3.06,0.35,9.5,7.0
6.0,0.18,0.14,9.3,0.043,29.0,142.0,0.9963,3.02,0.51,10.1,6.0
6.1,0.27,0.26,17.85,0.03,55.0,122.0,0.99532,3.14,0.42,9.2,7.0
6.1,0.25,0.26,13.5,0.038,67.0,210.0,0.99907,3.1,0.5,9.7,5.0
5.5,0.17,0.34,1.3,0.034,32.0,133.0,0.99168,3.26,0.51,11.7,6.0
7.4,0.25,0.29,1.5,0.054,67.0,196.0,0.9949,3.52,0.48,9.7,7.0
7.6,0.19,0.49,7.4,0.045,54.0,173.0,0.9963,3.09,0.32,11.2,4.0
6.4,0.35,0.49,9.5,0.062,67.0,210.0,0.9963,3.04,0.38,9.7,6.0
7.3,0.3,0.26,12.3,0.049,37.0,213.0,0.9941,3.14,0.47,9.5,5.0
6.9,0.25,0.53,5.4,0.052,20.0,119.0,0.9941,3.13,0.4,10.4,6.0
6.4,0.35,0.26,8.2,0.054,50.0,199.0,0.99538,3.11,0.5,9.5,6.0
7.6,0.32,0.26,1.5,0.043,31.0,148.0,0.9976,3.11,0.66,10.4,5.0
6.4,0.16,0.26,4.5,0.053,49.0,226.0,0.99622,3.38,0.5,9.5,7.0
6.1,0.16,0.74,1.2,0.037,22.0,84.0,0.99096,3.28,0.41,10.2,6.0
7.7,0.29,0.29,7.9,0.043,6.0,134.0,0.99658,3.11,0.6,9.5,4.0
7.6,0.32,0.33,15.6,0.05,52.0,189.0,0.9969,3.05,0.5,9.3,6.0
6.0,0.12,0.29,1.4,0.036,20.0,142.0,0.99096,3.26,0.45,9.5,6.0
7.9,0.24,0.86,1.6,0.032,61.0,209.0,0.9966,2.99,0.4,11.2,7.0
6.9,0.31,0.45,5.8,0.044,21.0,145.0,0.99658,3.18,0.6,9.3,6.0
5.9,0.25,0.3,10.3,0.043,55.0,173.0,0.9937,3.04,0.51,9.8,8.0
6.9,0.26,0.42,10.6,0.041,21.0,145.0,0.99288,3.14,0.54,9.3,6.0
6.4,0.18,0.3,1.6,0.043,20.0,142.0,0.9932,3.18,0.51,11.9,7.0
6.7,0.24,0.26,1.1,0.033,43.0,140.0,0.99164,3.07,0.5,9.5,7.0
6.3,0.25,0.39,11.3,0.03,47.0,146.0,0.9941,3.1,0.32,10.3,6.0
7.0,0.27,0.26,15.55,0.074,20.0,142.0,0.9937,3.11,0.51,10.5,5.0
6.4,0.28,0.14,1.8,0.028,23.0,131.0,0.9937,3.52,0.51,11.5,6.0
6.6,0.67,0.26,5.4,0.062,30.0,142.0,0.9965,3.15,0.42,10.8,7.0
7.6,0.31,0.28,1.4,0.04,61.0,125.0,0.9966,3.04,0.35,11.5,7.0
7.6,0.19,0.53,10.8,0.05,31.0,148.0,0.9941,3.17,0.35,9.4,5.0
8.1,0.17,0.34,13.5,0.048,35.0,169.0,0.99216,3.0,0.5,8.8,5.0
7.6,0.54,0.14,1.5,0.047,25.0,168.0,0.9988,3.15,0.47,10.7,6.0
7.4,0.31,0.31,7.8,0.034,52.0,189.0,0.99296,3.04,0.35,9.4,7.0
7.0,0.16,0.34,1.6,0.043,41.0,107.0,0.99178,3.18,0.37,10.9666666666667,7.0
6.8,0.22,0.24,1.6,0.044,34.0,128.0,0.99383,3.14,0.47,9.2,5.0
5.9,0.3,0.28,7.8,0.048,36.0,120.0,0.9961,3.27,0.4,9.8,6.0
